type,title,cast,release_year,duration,listed_in,plataform
Movie,The Fisherman's Diary,"Kang Quintus, Faith Fidel, Casson Chinepoh, Ramsey Nouah, Ndamo Damaris, Neba Godwill Awantu, Onyama Laura, Prince Sube, Daphne Nije, Zoe Elora Ebai Mayohchu",2020,143,"Dramas, International Movies",netflix
Movie,What Lies Below,"Ema Horvath, Trey Tucker, Mena Suvari, Haskiri Velazquez, Danny Corbo, Olan Montgomery, Troy Iwata",2020,88,"Horror Movies, Thrillers",netflix
Movie,Escape from Planet Earth,"Rob Corddry, Brendan Fraser, Sarah Jessica Parker, William Shatner, Jessica Alba, Jane Lynch, George Lopez, Sofía Vergara, Craig Robinson, Ricky Gervais, Steve Zahn, Chris Parnell",2013,89,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",netflix
Movie,Accepted,"Justin Long, Jonah Hill, Adam Herschman, Columbus Short, Maria Thayer, Lewis Black, Blake Lively, Mark Derwin, Ann Cusack, Robin Lord Taylor, Hannah Marks, Anthony Heald",2006,93,Comedies,netflix
Movie,Air Strike,"Bruce Willis, Liu Ye, Song Seung-heon, William Chan Wai-ting, Fan Wei, Wu Gang, Ma Su, Janine Chang, Che Yongli, Feng Yuanzheng, Geng Le",2018,97,"Action & Adventure, Dramas, International Movies",netflix
Movie,An American Girl: McKenna Shoots for the Stars,"Jade Pettyjohn, Kerris Dorsey, Nia Vardalos, Ian Ziering, Ysa Penarejo, Cathy Rigby, Kally Berard, Talia Pura, Paula Rivera, George Chiang",2012,94,"Children & Family Movies, Comedies, Dramas",netflix
Movie,Concrete Cowboy,"Idris Elba, Caleb McLaughlin, Jharrel Jerome, Byron Bowers, Lorraine Toussaint, Method Man, Ivannah Mercedes, Jamil Prattis, Liz Priestley",2021,112,"Dramas, Independent Movies",netflix
Movie,Cross: Rise of the Villains,"Brian Austin Green, Vinnie Jones, Lori Heuring, Richard Grieco, Patrick Durham, Tim Abell, Carson Lee Bradshaw, Manu Intiraymi, Danny Trejo",2019,100,Action & Adventure,netflix
Movie,God Calling,"Zainab Balogun, Karibi Fubara, Diana Egwuatu, Richard Mofe-Damijo, Tina Mba, Onyeka Onwenu, Nkem Owoh, Patrick Diabuah, Ademola Adedoyin, Bikiya Graham Douglas",2018,120,"Dramas, Faith & Spirituality, International Movies",netflix
Movie,Irul,"Fahadh Faasil, Soubin Shahir, Darshana Rajendran",2021,91,"International Movies, Thrillers",netflix
Movie,Just Say Yes,"Yolanthe Cabau, Noortje Herlaar, Kim-Lian van der Meij, Nienke Plas, Pip Pellens, Jim Bakkum, Huub Smit, Edwin Jonker",2021,98,"Comedies, International Movies, Romantic Movies",netflix
Movie,Madame Claude,"Karole Rocher, Garance Marillier, Roschdy Zem, Pierre Deladonchamps, Liah O'Prey, Paul Hamy, Mylène Jampanoï, Hafsia Herzi, Regina Anikiy, Annabelle Belmondo, Joséphine de La Baume",2021,113,"Dramas, International Movies",netflix
Movie,Wild Child,"Emma Roberts, Kimberley Nixon, Juno Temple, Linzey Cocker, Sophie Wu, Alex Pettyfer, Georgia King, Natasha Richardson, Aidan Quinn, Lexi Ainsworth",2008,98,"Comedies, Romantic Movies",netflix
Movie,Woody Woodpecker,"Timothy Omundson, Thaila Ayala, Eric Bauza, Graham Verchere, Jordana Largy, Scott McNeil, Adrian Glynn McMorran, Chelsea Miller, Sean Tyson",2017,91,"Children & Family Movies, Comedies",netflix
Movie,2012,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily",2009,158,"Action & Adventure, Sci-Fi & Fantasy",netflix
Movie,3 Idiots,"Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi, Omi Vaidya, Boman Irani, Mona Singh, Javed Jaffrey",2009,164,"Comedies, Dramas, International Movies",netflix
Movie,Ferrari Ki Sawaari,"Sharman Joshi, Boman Irani, Ritwik Sahore, Paresh Rawal, Deepak Shirke, Satyadeep Misra, Aakash Dabhade, Nilesh Diwekar, Vidya Balan",2012,133,"Comedies, International Movies, Sports Movies",netflix
TV Show,Glimpses of a Future,,2020,1,"Docuseries, International TV Shows",netflix
Movie,Ibrahim a Fate to Define,,2019,75,"Documentaries, International Movies",netflix
Movie,Insidious,"Patrick Wilson, Rose Byrne, Lin Shaye, Ty Simpkins, Barbara Hershey, Leigh Whannell, Angus Sampson, Andrew Astor, Joseph Bishara",2010,103,"Horror Movies, Thrillers",netflix
Movie,Into the Grizzly Maze,"James Marsden, Thomas Jane, Billy Bob Thornton, Piper Perabo, Scott Glenn, Michaela McManus, Adam Beach, Kelly Curran",2015,90,"Action & Adventure, Horror Movies",netflix
Movie,Kingsglaive: Final Fantasy XV,"Aaron Paul, Lena Headey, Sean Bean, Adrian Bouchet, Liam Mulvey, Alexa Kahn, Todd Haberkorn, John DeMita, David Gant, Darin De Paul",2016,116,"Action & Adventure, Sci-Fi & Fantasy",netflix
Movie,Legally Blonde,"Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis, Victor Garber, Jennifer Coolidge",2001,96,"Comedies, Romantic Movies",netflix
Movie,Madam Chief Minister,"Richa Chadda, Saurabh Shukla, Manav Kaul, Shubrajyoti Barat, Akshay Oberoi, Boloram Das, Nikhil Vijay, Raviza Chauhan",2020,121,"Dramas, International Movies",netflix
TV Show,Magical Andes,,2021,2,"Docuseries, International TV Shows, Science & Nature TV",netflix
Movie,Maximum Risk,"Jean-Claude Van Damme, Natasha Henstridge, Jean-Hugues Anglade, Zach Grenier, Paul Ben-Victor, Frank Senger, Stéphane Audran",1996,101,Action & Adventure,netflix
TV Show,Murder Maps,Nicholas Day,2017,2,"British TV Shows, Crime TV Shows, Docuseries",netflix
Movie,My Fair Lady,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfred Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel, Mona Washbourne, Isobel Elsom, John Holland, Alan Napier, Marni Nixon",1964,173,"Classic Movies, Music & Musicals",netflix
TV Show,Prank Encounters,Gaten Matarazzo,2021,2,"Reality TV, TV Comedies, TV Horror",netflix
Movie,S.W.A.T.: Under Siege,"Sam Jaeger, Michael Jai White, Adrianne Palicki, Ty Olsson, Kyra Zagorsky, Olivia Cheng, Lisa Chandler, Monique Ganderton, Matthew Marsden, Chris Gauthier",2017,89,"Action & Adventure, International Movies",netflix
TV Show,Secrets of Great British Castles,Dan Jones,2016,2,"British TV Shows, Docuseries, International TV Shows",netflix
Movie,Seven Souls in the Skull Castle: Season Bird,"Sadao Abe, Mirai Moriyama, Taichi Saotome, Yasuko Matsuyuki, Makoto Awane, Tenkyu Fukuda, Yusuke Shoji, Hazuki Shimizu, Zen Kajihara, Narushi Ikeda",2017,182,"Action & Adventure, Dramas, International Movies",netflix
Movie,Seven Souls in the Skull Castle: Season Flower,"Shun Oguri, Koji Yamamoto, Songha, Ryo, Munetaka Aoki, Nana Seino, Yoshimasa Kondo, Arata Furuta",2017,181,"Action & Adventure, Dramas, International Movies",netflix
Movie,Seven Souls in the Skull Castle: Season Wind,"Kenichi Matsuyama, Osamu Mukai, Rena Tanaka, Jun Hashimoto, Takaya Yamauchi, Yukino Kishii, Katsuhisa Namase",2017,185,"Action & Adventure, Dramas, International Movies",netflix
Movie,Sniper: Ghost Shooter,"Chad Michael Collins, Billy Zane, Dennis Haysbert, Nick Gomez, Ravil Isyanov, Stephanie Vogt, Navid Negahban, Presciliana Esparolini, Enoch Frost",2016,99,Action & Adventure,netflix
Movie,Starship Troopers: Traitor of Mars,"Casper Van Dien, Dina Meyer, DeRay Davis, Justin Doran, Luci Christian, Emily Neves, Scott Gibbs, Juliet Simmons, Chris Gibson, Greg Ayres",2017,88,"Action & Adventure, Sci-Fi & Fantasy",netflix
Movie,Takers,"Matt Dillon, Paul Walker, Chris Brown, Idris Elba, Jay Hernandez, Hayden Christensen, Michael Ealy, T.I., Marianne Jean-Baptiste, Zoe Saldana, Steve Harris, Johnathon Schaech",2010,107,Action & Adventure,netflix
Movie,Tersanjung the Movie,"Clara Bernadeth, Giorgino Abraham, Kevin Ardilova, Nugie, Kinaryosih, Marthino Lio, Djenar Maesa Ayu, Ernanto Kusuma, Sacha Stevenson",2021,114,"Dramas, International Movies, Romantic Movies",netflix
Movie,The Knight and the Princess,"Sedky Sakhr, Hashem El Garhy, Shahira Kamal, Aiemzy, Hani R. Eskander, Saif Abu-Kandil",2019,96,"Action & Adventure, International Movies, Music & Musicals",netflix
Movie,The Pianist,"Adrien Brody, Thomas Kretschmann, Frank Finlay, Maureen Lipman, Emilia Fox, Ed Stoppard, Julia Rayner, Jessica Kate Meyer, Ronan Vibert, Ruth Platt",2002,149,"Dramas, Independent Movies, International Movies",netflix
Movie,The Stepfather,"Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard, Sherry Stringfield, Paige Turco, Jon Tenney, Nancy Linehan Charles, Marcuis Harris, Braeden Lemasters, Deirdre Lovejoy",2009,102,"Horror Movies, Thrillers",netflix
Movie,Universal Soldier: The Return,"Jean-Claude Van Damme, Michael Jai White, Heidi Schanz, Xander Berkeley, Justin Lazard, Kiana Tom, Daniel von Bargen, James Black, Karis Paige Bryant, Bill Goldberg",1999,83,Action & Adventure,netflix
Movie,Wazir,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, Manav Kaul, Neil Nitin Mukesh, John Abraham",2016,98,"Dramas, International Movies, Thrillers",netflix
Movie,White Boy,Richard Wershe Jr.,2017,83,Documentaries,netflix
TV Show,Worn Stories,,2021,1,"Docuseries, Reality TV",netflix
Movie,Yes Man,"Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins, Rhys Darby, Danny Masterson, Fionnula Flanagan, Terence Stamp, Sasha Alexander, Molly Sims",2008,104,"Comedies, Romantic Movies",netflix
Movie,At Eternity's Gate,"Willem Dafoe, Rupert Friend, Oscar Isaac, Mads Mikkelsen, Mathieu Amalric, Emmanuelle Seigner, Niels Arestrup, Anne Consigny, Amira Casar, Vincent Perez, Lolita Chammah, Stella Schnabel, Vladimir Consigny",2018,111,Dramas,netflix
TV Show,Haunted: Latin America,,2021,1,"International TV Shows, Reality TV, Spanish-Language TV Shows",netflix
Movie,Not a Game,Brendon Mcdonnell,2020,98,"Documentaries, International Movies, Sports Movies",netflix
TV Show,Robocar Poli,"Donald Reignoux, Alexis Tomassian, Thomas Sagols, Pierre Francois Pistori, Bruno Magne, Catherine Desplaces, Fily Keita, Adeline Chetail, Bertrand Liebert, Christophe Lemoine",2015,2,"Kids' TV, Korean TV Shows",netflix
TV Show,Yu-Gi-Oh!,"Dan Green, Eric Stuart, Amy Birnbaum, Darren Dunstan, Wayne Grayson, Tara Sands, Lisa Ortiz, Megan Hollingshead, Madeleine Blaustein, Sam Riegel, Ted Lewis, Gregory Abbey, Jimmy Zoppi",2005,1,"Anime Series, Kids' TV",netflix
Movie,7 Yards: The Chris Norton Story,Chris Norton,2021,93,Documentaries,netflix
Movie,Octonauts & the Ring of Fire,"Simon Greenall, Rob Rackstraw, Jo Wyatt, Paul Buckley, Simon Foster, Teresa Gallagher, Richard Grieve, Michael Murphy, Paul Panting, Keith Wickham",2021,73,Children & Family Movies,netflix
TV Show,Rainbow High,"Tara Sands, Anairis Quiñones, Laura Stahl, Jenny Yokobori, Kira Buckland, Brittany Cox, Brittany Lauda, Christian Banas, Rebeka Thomas, Hayden Summerall, Deneen Melody",2020,1,Kids' TV,netflix
Movie,Mandela: Long Walk to Freedom,"Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa, Zolani Mkiva, Simo Mogwaza, Fana Mokoena, Thapelo Mokoena, Jamie Bartlett, Deon Lotz, Terry Pheto, Mark Elderkin",2013,141,"Dramas, International Movies",netflix
Movie,Lawless,"Shia LaBeouf, Jessica Chastain, Jason Clarke, Guy Pearce, Lew Temple, Gary Oldman, Tim Tolin, Dane DeHaan, Mia Wasikowska, Chris McGarry, Tom Hardy",2012,116,Dramas,netflix
Movie,Marked,,2021,21,"Documentaries, International Movies",netflix
Movie,A Week Away,"Kevin Quinn, Bailee Madison, Jahbril Cook, Kat Conner Sterling, Sherri Shepherd, David Koechner, Iain Tucker, Amy Grant",2021,98,"Children & Family Movies, Faith & Spirituality, Music & Musicals",netflix
Movie,Bad Trip,"Eric André, Lil Rel Howery, Tiffany Haddish, Michaela Conlin",2021,87,Comedies,netflix
TV Show,Big Time Rush,"Kendall Schmidt, James Maslow, Carlos Pena, Logan Henderson, Ciara Bravo, Stephen Kramer Glickman, Tanya Chisholm, Challen Cates, Erin Sanders, Matt Riedy",2013,4,Kids' TV,netflix
Movie,Black Is Beltza,"Unax Ugalde, Isaach De Bankolé, Iseo, Sergi López, Ramón Agirre, Jorge Perugorría, Angelo Moore, Maria de Medeiros",2018,87,"Dramas, International Movies",netflix
Movie,Croupier,"Clive Owen, Kate Hardie, Alex Kingston, Gina McKee, Nicholas Ball, Nick Reding, Alexander Morton",1998,95,"Dramas, Independent Movies, Thrillers",netflix
Movie,Elizabeth and Margaret: Love and Loyalty,,2020,87,Documentaries,netflix
Movie,Keeping the Bees,"Meryem Uzerli, Feyyaz Duman, Hakan Karsak, Şennur Nogaylar, Burcu Salihoğlu",2020,93,"Dramas, International Movies",netflix
TV Show,Magic for Humans Spain,Antonio Díaz,2021,1,"International TV Shows, Reality TV, Spanish-Language TV Shows",netflix
Movie,Ni de coña,"Nathalie Seseña, Goyo Jiménez, José Juan Vaquero, Jordi Sánchez, Ricardo Quevedo, Carolina Noriega, Max Marieges, Kikín Fernández, Norma Nivia, Moi Camacho",2020,97,"Comedies, International Movies",netflix
Movie,Pagglait,"Sanya Malhotra, Sayani Gupta, Ashutosh Rana, Raghuvir Yadav, Shruti Sharma, Sheeba Chaddha, Natasha Rastogi, Rajesh Tailang, Meghna Malik, Jameel Khan, Chetan Sharma, Ananya Khare, Bhupesh Pandya",2021,114,"Comedies, Dramas, International Movies",netflix
TV Show,The Irregulars,"Mckell David, Thaddea Graham, Jojo Macari, Harrison Osterfield, Darci Shaw, Clarke Peters, Royce Pierreson, Henry Lloyd-Hughes",2021,1,"British TV Shows, Crime TV Shows, International TV Shows",netflix
Movie,Caught by a Wave,"Elvira Camarrone, Christian Roberto, Donatella Finocchiaro, Corrado Invernizzi, Vincenzo Amato, Manuela Ventura, Rosalba Battaglia, Daniele Pilli",2021,100,"Dramas, International Movies, Romantic Movies",netflix
TV Show,DOTA: Dragon's Blood,"Yuri Lowenthal, Lara Pulver, Kari Wahlgren, Alix Wilton Regan, Troy Baker, Freya Tingley, Tony Todd",2021,1,Anime Series,netflix
TV Show,Pui Pui Molcar,,2021,1,Kids' TV,netflix
Movie,Secret Magic Control Agency,"Nicholas Corda, Sylvana Joyce, Alyson Leigh Rosenfeld, Courtney Shaw, Erica Schroeder, Georgette Timoney, Mary O'Brady, Marc Thompson",2021,105,"Children & Family Movies, Comedies",netflix
Movie,Seaspiracy,,2021,90,Documentaries,netflix
Movie,Loyiso Gola: Unlearning,Loyiso Gola,2021,60,Stand-Up Comedy,netflix
TV Show,Men on a Mission,"Ho-dong Kang, Soo-geun Lee, Sang-min Lee, Young-chul Kim, Jang-hoon Seo, Hee-chul Kim, Kyung-hoon Min",2021,6,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",netflix
TV Show,Navillera,"Park In-hwan, Song Kang, Na Moon-hee, Hong Seung-hee, Cho Seong-ha, Kim Tae-hun, Cheong Hae-kyun, Kim Soo-jin, Jo Bok-rae, Kim Kwon",2021,1,"International TV Shows, TV Dramas",netflix
Movie,Philomena,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford, Ruth McCabe, Peter Hermann, Sean Mahon, Anna Maxwell Martin, Michelle Fairley, Kate Fleetwood",2013,98,"Dramas, Independent Movies, International Movies",netflix
Movie,Any Crybabies Around?,"Taiga Nakano, Riho Yoshioka, Kanichiro, Takashi Yamanaka, Kimiko Yo, Toshiro Yanagiba",2020,108,"Dramas, International Movies",netflix
Movie,Hospital,"Lin Po-Hung, Tai Bo, Jacqueline Zhu, Lei Hong, Hsu Lichi, Yoko Young, Samuel Gu, Eunice Lin",2020,90,"Horror Movies, International Movies",netflix
Movie,Jiu Jitsu,"Alain Moussi, Nicolas Cage, Tony Jaa, Rick Yune, Frank Grillo, Marie Avgeropoulos, JuJu Chan, Ryan Tarran, Eddie Steeples, Raymond Pinharry, Mary Makariou",2020,102,Action & Adventure,netflix
TV Show,Mighty Morphin Power Rangers,"Austin St. John, Thuy Trang, Walter Jones, Amy Jo Johnson, David Yost, Jason David Frank, Johnny Yong Bosch, Karan Ashley, Steve Cardenas, Catherine Sutherland, Paul Schrier, Jason Narvy, David Fielding, Richard Steven Horvitz, Barbara Goodson",2010,4,Kids' TV,netflix
TV Show,Alien TV,"Rob Tinkler, Julie Lemieux, John Cleland, Kyle Dooley, Rupert Degas",2021,2,"Kids' TV, TV Comedies",netflix
TV Show,Country Comfort,"Katharine McPhee, Eddie Cibrian, Ricardo Hurtado, Jamie Martin Mann, Griffin McIntyre, Shiloh Verrico, Pyper Braun, Janet Varney, Eric Balfour",2021,1,TV Comedies,netflix
TV Show,Formula 1: Drive to Survive,,2021,3,Docuseries,netflix
Movie,Reframe THEATER EXPERIENCE with you,Perfume,2020,84,"International Movies, Music & Musicals",netflix
Movie,The Yin Yang Master,"Chen Kun, Zhou Xun, Qu Chuxiao, Shen Yue, William Chan Wai-ting, Wang Likun, Cici Wang",2021,120,"Action & Adventure, International Movies",netflix
Movie,Who's the Boss,"Funke Akindele, Blossom Chukwujekwu, Sharon Ooja, Ini Dima-Okojie, Segun Arinze, Bolly Lomo, Beverly Osu, Tayo Faniran",2020,106,"Comedies, International Movies, Romantic Movies",netflix
TV Show,B: The Beginning,"Hiroaki Hirata, Yuki Kaji, Asami Seto, Hiroki Touchi, Minoru Inaba, Ami Koshimizu, Toshiyuki Toyonaga, Shintaro Tanaka, Atsushi Goto, Toshiyuki Morikawa, Kaito Ishikawa, Satomi Sato, Yu Kitada, Mitsuki Saiga, Kazuya Nakai, Nozomi Kameda, Makoto Awane",2021,2,"Anime Series, Crime TV Shows, International TV Shows",netflix
Movie,Deadly Illusions,"Kristin Davis, Dermot Mulroney, Greer Grammer, Shanola Hampton, Marie Wagenman, Shylo Molina, Abella Bala, Shaun Wu",2021,115,Thrillers,netflix
Movie,Get the Goat,"Matheus Nachtergaele, Edmilson Filho, Letícia Lima, Leandro Ramos, Evelyn Castro, Valéria Vitoriano, Victor Allen, Renan Medeiros, Eyrio Okura, Jéssica Tamochunas, Marcondes Falcão, Juliano Cazarré",2021,98,"Action & Adventure, Comedies, International Movies",netflix
Movie,Nate Bargatze: The Greatest Average American,Nate Bargatze,2021,60,Stand-Up Comedy,netflix
Movie,Skylines,"Lindsey Morgan, Jonathan Howard, Daniel Bernhardt, Rhona Mitra, James Cosmo, Yayan Ruhian, Alexander Siddig, Cha-Lee Yoon, Ieva Andrejevaite, Jeremy Fitzgerald",2020,113,Action & Adventure,netflix
Movie,The Fluffy Movie,Gabriel Iglesias,2014,101,Stand-Up Comedy,netflix
Movie,The Present,"Saleh Bakri, Maryam Kanj, Maryam Kamiel Basha, Ameer Khlawe, Ala' Hanani, Malak Abu Ghraibeh, Karam Elayyan, Leila Mouammar, Angie Saba",2020,24,"Dramas, International Movies",netflix
Movie,Wave of Cinema: 90's Generation,"PADI Reborn, Dul Jaelani, Efek Rumah Kaca, Jevin Julian, Gamaliel, ARAH, Sitha Marino, M. Irfan Ramli",2020,51,"Documentaries, International Movies, Music & Musicals",netflix
Movie,Catch.er,"OC Ukeje, Blossom Chukwujekwu, Alexx Ekubo, Beverly Naya, Tope Tedela, Gbenro Ajibade, Omowunmi Dada, Kiki Omeili, Wofai Fada",2017,80,"Dramas, International Movies, Thrillers",netflix
Movie,Operation Varsity Blues: The College Admissions Scandal,Matthew Modine,2021,100,Documentaries,netflix
TV Show,Under Suspicion: Uncovering the Wesphael Case,,2021,1,"Crime TV Shows, Docuseries, International TV Shows",netflix
Movie,Get on Up,"Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis, Lennie James, Fred Melamed, Craig Robinson, Jill Scott, Octavia Spencer, Jacinte Blankenship",2014,139,"Dramas, Music & Musicals",netflix
Movie,RebellComedy: Straight Outta the Zoo,"Khalid Bounouar, Alain Frei, Babak Ghassim, Benaissa Lamroubal, Salim Samatou, Hany Siam, Ususmango, DJ Wati",2021,74,Stand-Up Comedy,netflix
Movie,Savages,"Taylor Kitsch, Aaron Taylor-Johnson, Blake Lively, John Travolta, Benicio Del Toro, Salma Hayek, Demián Bichir, Sandra Echeverría, Emile Hirsch, Joaquín Cosío, Ali Wong",2012,131,"Dramas, Thrillers",netflix
TV Show,Waffles + Mochi,"Michelle Zamora, Russ Walko, Michelle Obama, Jonathan Kidder, Diona Elise Burnett, Taleia Gilliam, Lyric Lewis, Andy Hayward, Piotr Michael, George Konner",2021,1,Kids' TV,netflix
TV Show,Abla Fahita: Drama Queen,"Bassem Samra, Donia Maher, Zeina Mansour, Osama Abdallah, Mohamed El Swisi, Rehab Hussien",2021,1,"Crime TV Shows, International TV Shows, TV Comedies",netflix
Movie,C/O Kaadhal,"Deepann, Vetri, Mumtaz Sorcar, Ayra, Karthik Rathnam, Sonia Giri, Nishesh, Shwetha",2021,131,"Dramas, International Movies, Romantic Movies",netflix
Movie,The BFG,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement, Rebecca Hall, Rafe Spall, Bill Hader, Ólafur Darri Ólafsson, Adam Godley, Michael Adamthwaite, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa",2016,118,"Children & Family Movies, Dramas",netflix
Movie,The Last Blockbuster,,2020,87,Documentaries,netflix
TV Show,The Lost Pirate Kingdom,"James Oliver Wheatley, Sam Callis, Thomas Padley, Evan Milton, Samuel Collings, Miles Yekinni, Jack Waldouck, Mia Tomlinson, Kevin Howarth, Mark Gillis, George Watkins, Derek Jacobi",2021,1,"Docuseries, Science & Nature TV, TV Action & Adventure",netflix
TV Show,Zero Chill,"Grace Beedie, Dakota Benjamin Taylor, Jade Ma, Jeremias Amoore, Leonardo Fontes, Anastasia Chocholatá, Sarah-Jane Potts, Doug Rao, Tanja Ribič, Oscar Skagerberg, Jerry Kwarteng",2021,1,"British TV Shows, Kids' TV, TV Dramas",netflix
